video_frame,label,left,width,top,height
58106_002918_Sideline_2,Helmet,846,14,239,16
58106_002918_Sideline_2,Helmet,919,14,396,15
58106_002918_Sideline_2,Helmet,1035,15,170,18
58106_002918_Sideline_2,Helmet,1041,16,444,15
58106_002918_Sideline_3,Helmet,102,17,314,17
58106_002918_Sideline_3,Helmet,479,14,90,17
58106_002918_Sideline_3,Helmet,589,15,158,16
58106_002918_Sideline_3,Helmet,610,17,206,14
58106_002918_Sideline_3,Helmet,620,17,489,16
58106_002918_Sideline_3,Helmet,631,17,376,19
58106_002918_Sideline_3,Helmet,680,15,112,17
58106_002918_Sideline_3,Helmet,696,16,166,16
58106_002918_Sideline_3,Helmet,730,16,205,17
58106_002918_Sideline_3,Helmet,743,13,143,16
58106_002918_Sideline_3,Helmet,750,11,130,14
58106_002918_Sideline_3,Helmet,756,13,154,17
58106_002918_Sideline_3,Helmet,768,16,209,17
58106_002918_Sideline_3,Helmet,770,13,185,18
58106_002918_Sideline_3,Helmet,777,14,245,15
58106_002918_Sideline_3,Helmet,791,16,274,14
58106_002918_Sideline_3,Helmet,810,13,191,14
58106_002918_Sideline_3,Helmet,811,15,224,17
58106_002918_Sideline_3,Helmet,846,14,238,17
58106_002918_Sideline_3,Helmet,919,14,396,15
58106_002918_Sideline_3,Helmet,1035,15,171,18
58106_002918_Sideline_3,Helmet,1041,15,443,15
58106_002918_Sideline_4,Helmet,101,17,315,17
58106_002918_Sideline_4,Helmet,478,15,90,18
58106_002918_Sideline_4,Helmet,590,15,158,16
58106_002918_Sideline_4,Helmet,611,16,207,13
58106_002918_Sideline_4,Helmet,620,17,489,16
58106_002918_Sideline_4,Helmet,631,18,378,18
58106_002918_Sideline_4,Helmet,680,15,112,18
58106_002918_Sideline_4,Helmet,696,16,167,15
58106_002918_Sideline_4,Helmet,730,16,205,17
58106_002918_Sideline_4,Helmet,743,13,144,16
58106_002918_Sideline_4,Helmet,750,11,131,14
58106_002918_Sideline_4,Helmet,756,13,155,17
58106_002918_Sideline_4,Helmet,768,16,208,17
58106_002918_Sideline_4,Helmet,770,13,186,18
58106_002918_Sideline_4,Helmet,777,14,246,15
58106_002918_Sideline_4,Helmet,791,16,274,16
58106_002918_Sideline_4,Helmet,810,13,192,13
58106_002918_Sideline_4,Helmet,811,15,224,17
58106_002918_Sideline_4,Helmet,846,14,239,16
58106_002918_Sideline_4,Helmet,919,14,396,16
58106_002918_Sideline_4,Helmet,1036,15,171,18
58106_002918_Sideline_4,Helmet,1041,15,441,15
58106_002918_Sideline_5,Helmet,100,17,315,18
58106_002918_Sideline_5,Helmet,478,14,91,17
58106_002918_Sideline_5,Helmet,589,16,158,16
58106_002918_Sideline_5,Helmet,611,16,207,14
58106_002918_Sideline_5,Helmet,620,17,489,16
58106_002918_Sideline_5,Helmet,633,17,377,18
58106_002918_Sideline_5,Helmet,680,16,113,17
58106_002918_Sideline_5,Helmet,696,16,167,16
58106_002918_Sideline_5,Helmet,730,16,206,17
58106_002918_Sideline_5,Helmet,743,14,144,18
58106_002918_Sideline_5,Helmet,750,11,131,14
58106_002918_Sideline_5,Helmet,756,13,155,16
58106_002918_Sideline_5,Helmet,768,16,208,17
58106_002918_Sideline_5,Helmet,770,13,187,18
58106_002918_Sideline_5,Helmet,777,14,246,15
58106_002918_Sideline_5,Helmet,791,16,275,14
58106_002918_Sideline_5,Helmet,810,13,193,12
58106_002918_Sideline_5,Helmet,811,15,224,17
58106_002918_Sideline_5,Helmet,846,14,239,16
58106_002918_Sideline_5,Helmet,919,14,396,16
58106_002918_Sideline_5,Helmet,1036,15,171,19
58106_002918_Sideline_5,Helmet,1040,16,441,15
58106_002918_Sideline_6,Helmet,99,17,315,18
58106_002918_Sideline_6,Helmet,478,14,91,17
58106_002918_Sideline_6,Helmet,589,15,159,16
58106_002918_Sideline_6,Helmet,611,16,207,14
58106_002918_Sideline_6,Helmet,621,17,489,16
58106_002918_Sideline_6,Helmet,633,18,378,18
58106_002918_Sideline_6,Helmet,681,15,113,17
58106_002918_Sideline_6,Helmet,696,16,167,18
58106_002918_Sideline_6,Helmet,730,16,206,17
58106_002918_Sideline_6,Helmet,743,14,144,18
58106_002918_Sideline_6,Helmet,750,11,131,14
58106_002918_Sideline_6,Helmet,756,13,155,17
58106_002918_Sideline_6,Helmet,768,16,209,17
58106_002918_Sideline_6,Helmet,770,13,187,17
58106_002918_Sideline_6,Helmet,777,14,246,15
58106_002918_Sideline_6,Helmet,792,15,274,15
58106_002918_Sideline_6,Helmet,810,14,193,13
58106_002918_Sideline_6,Helmet,811,15,224,17
58106_002918_Sideline_6,Helmet,846,14,239,17
58106_002918_Sideline_6,Helmet,919,14,398,15
58106_002918_Sideline_6,Helmet,1036,15,171,19
58106_002918_Sideline_6,Helmet,1040,16,439,15
58106_002918_Sideline_7,Helmet,99,17,316,18
58106_002918_Sideline_7,Helmet,478,14,91,17
58106_002918_Sideline_7,Helmet,589,16,159,16
58106_002918_Sideline_7,Helmet,611,16,207,14
58106_002918_Sideline_7,Helmet,621,17,489,17
58106_002918_Sideline_7,Helmet,634,17,378,18
58106_002918_Sideline_7,Helmet,681,15,113,17
58106_002918_Sideline_7,Helmet,696,16,167,17
58106_002918_Sideline_7,Helmet,730,16,206,18
58106_002918_Sideline_7,Helmet,743,14,144,18
58106_002918_Sideline_7,Helmet,750,11,131,14
58106_002918_Sideline_7,Helmet,756,13,155,17
58106_002918_Sideline_7,Helmet,769,16,210,17
58106_002918_Sideline_7,Helmet,770,13,187,17
58106_002918_Sideline_7,Helmet,778,13,247,15
58106_002918_Sideline_7,Helmet,792,15,275,15
58106_002918_Sideline_7,Helmet,810,14,193,14
58106_002918_Sideline_7,Helmet,811,15,225,17
58106_002918_Sideline_7,Helmet,846,14,240,16
58106_002918_Sideline_7,Helmet,919,15,398,15
58106_002918_Sideline_7,Helmet,1036,15,172,19
58106_002918_Sideline_7,Helmet,1039,15,438,15
58106_002918_Sideline_8,Helmet,98,17,316,19
58106_002918_Sideline_8,Helmet,478,14,92,17
58106_002918_Sideline_8,Helmet,589,16,159,16
58106_002918_Sideline_8,Helmet,611,16,207,14
58106_002918_Sideline_8,Helmet,621,17,488,17
58106_002918_Sideline_8,Helmet,635,17,379,17
58106_002918_Sideline_8,Helmet,681,15,114,18
58106_002918_Sideline_8,Helmet,697,15,168,16
58106_002918_Sideline_8,Helmet,731,15,207,16
58106_002918_Sideline_8,Helmet,743,14,145,18
58106_002918_Sideline_8,Helmet,751,11,132,14
58106_002918_Sideline_8,Helmet,757,13,156,17
58106_002918_Sideline_8,Helmet,769,13,188,17
58106_002918_Sideline_8,Helmet,769,16,209,18
58106_002918_Sideline_8,Helmet,778,13,247,15
58106_002918_Sideline_8,Helmet,792,15,275,15
58106_002918_Sideline_8,Helmet,811,13,194,13
58106_002918_Sideline_8,Helmet,811,15,226,17
58106_002918_Sideline_8,Helmet,847,14,240,17
58106_002918_Sideline_8,Helmet,920,13,399,14
58106_002918_Sideline_8,Helmet,1036,15,172,19
58106_002918_Sideline_8,Helmet,1039,16,435,15
58106_002918_Sideline_9,Helmet,98,16,317,17
58106_002918_Sideline_9,Helmet,478,14,92,17
58106_002918_Sideline_9,Helmet,590,15,159,16
58106_002918_Sideline_9,Helmet,611,16,208,14
58106_002918_Sideline_9,Helmet,622,17,488,17
58106_002918_Sideline_9,Helmet,637,16,379,18
58106_002918_Sideline_9,Helmet,682,14,114,17
58106_002918_Sideline_9,Helmet,697,16,168,16
58106_002918_Sideline_9,Helmet,731,15,207,17
58106_002918_Sideline_9,Helmet,743,14,145,18
58106_002918_Sideline_9,Helmet,751,11,132,14
58106_002918_Sideline_9,Helmet,757,13,156,17
58106_002918_Sideline_9,Helmet,768,16,210,18
58106_002918_Sideline_9,Helmet,770,13,189,17
58106_002918_Sideline_9,Helmet,778,13,247,15
58106_002918_Sideline_9,Helmet,791,17,276,14
58106_002918_Sideline_9,Helmet,811,15,226,17
58106_002918_Sideline_9,Helmet,812,12,195,12
58106_002918_Sideline_9,Helmet,846,15,240,17
58106_002918_Sideline_9,Helmet,920,13,398,14
58106_002918_Sideline_9,Helmet,1036,15,173,18
58106_002918_Sideline_9,Helmet,1039,16,434,15
58106_002918_Sideline_10,Helmet,97,16,317,17
58106_002918_Sideline_10,Helmet,479,14,92,17
58106_002918_Sideline_10,Helmet,590,15,160,15
58106_002918_Sideline_10,Helmet,611,16,208,14
58106_002918_Sideline_10,Helmet,622,17,488,17
58106_002918_Sideline_10,Helmet,638,16,379,18
58106_002918_Sideline_10,Helmet,682,15,115,17
58106_002918_Sideline_10,Helmet,697,16,168,16
58106_002918_Sideline_10,Helmet,731,15,207,17
58106_002918_Sideline_10,Helmet,744,13,145,18
58106_002918_Sideline_10,Helmet,751,11,131,14
58106_002918_Sideline_10,Helmet,757,13,156,17
58106_002918_Sideline_10,Helmet,770,13,189,17
58106_002918_Sideline_10,Helmet,770,14,211,18
58106_002918_Sideline_10,Helmet,778,13,247,15
58106_002918_Sideline_10,Helmet,791,16,277,14
58106_002918_Sideline_10,Helmet,811,15,226,17
58106_002918_Sideline_10,Helmet,812,13,195,12
58106_002918_Sideline_10,Helmet,846,15,241,17
58106_002918_Sideline_10,Helmet,920,13,400,14
58106_002918_Sideline_10,Helmet,1036,15,174,18
58106_002918_Sideline_10,Helmet,1039,15,433,15
58106_002918_Sideline_11,Helmet,97,16,318,17
58106_002918_Sideline_11,Helmet,479,14,93,17
58106_002918_Sideline_11,Helmet,591,14,160,16
58106_002918_Sideline_11,Helmet,611,17,208,14
58106_002918_Sideline_11,Helmet,622,17,487,17
58106_002918_Sideline_11,Helmet,638,18,379,18
58106_002918_Sideline_11,Helmet,682,15,115,17
58106_002918_Sideline_11,Helmet,697,16,169,16
58106_002918_Sideline_11,Helmet,731,15,208,16
58106_002918_Sideline_11,Helmet,745,13,146,18
58106_002918_Sideline_11,Helmet,751,11,132,14
58106_002918_Sideline_11,Helmet,758,13,157,17
58106_002918_Sideline_11,Helmet,770,13,189,17
58106_002918_Sideline_11,Helmet,770,14,210,18
58106_002918_Sideline_11,Helmet,779,13,247,15
58106_002918_Sideline_11,Helmet,792,15,277,14
58106_002918_Sideline_11,Helmet,812,13,195,13
58106_002918_Sideline_11,Helmet,812,15,227,15
58106_002918_Sideline_11,Helmet,847,14,242,16
58106_002918_Sideline_11,Helmet,920,14,399,14
58106_002918_Sideline_11,Helmet,1036,15,174,18
58106_002918_Sideline_11,Helmet,1039,15,432,15
58106_002918_Sideline_12,Helmet,97,16,318,17
58106_002918_Sideline_12,Helmet,479,14,93,17
58106_002918_Sideline_12,Helmet,591,15,160,16
58106_002918_Sideline_12,Helmet,611,17,208,15
58106_002918_Sideline_12,Helmet,622,17,488,17
58106_002918_Sideline_12,Helmet,640,16,381,16
58106_002918_Sideline_12,Helmet,683,15,116,17
58106_002918_Sideline_12,Helmet,698,15,169,16
58106_002918_Sideline_12,Helmet,731,16,208,17
58106_002918_Sideline_12,Helmet,744,14,146,18
58106_002918_Sideline_12,Helmet,752,11,133,14
58106_002918_Sideline_12,Helmet,758,13,158,17
58106_002918_Sideline_12,Helmet,770,13,189,17
58106_002918_Sideline_12,Helmet,770,14,210,18
58106_002918_Sideline_12,Helmet,779,13,249,15
58106_002918_Sideline_12,Helmet,793,15,278,14
58106_002918_Sideline_12,Helmet,812,14,195,13
58106_002918_Sideline_12,Helmet,812,15,229,14
58106_002918_Sideline_12,Helmet,847,14,242,16
58106_002918_Sideline_12,Helmet,920,14,399,14
58106_002918_Sideline_12,Helmet,1037,15,174,18
58106_002918_Sideline_12,Helmet,1039,15,431,15
58106_002918_Sideline_13,Helmet,96,16,318,17
58106_002918_Sideline_13,Helmet,479,14,93,17
58106_002918_Sideline_13,Helmet,591,15,160,16
58106_002918_Sideline_13,Helmet,610,18,208,16
58106_002918_Sideline_13,Helmet,622,17,488,16
58106_002918_Sideline_13,Helmet,641,16,381,17
58106_002918_Sideline_13,Helmet,683,16,116,17
58106_002918_Sideline_13,Helmet,699,15,169,16
58106_002918_Sideline_13,Helmet,732,16,209,16
58106_002918_Sideline_13,Helmet,744,14,146,18
58106_002918_Sideline_13,Helmet,752,11,133,12
58106_002918_Sideline_13,Helmet,758,13,158,17
58106_002918_Sideline_13,Helmet,770,14,210,18
58106_002918_Sideline_13,Helmet,771,13,189,17
58106_002918_Sideline_13,Helmet,779,13,249,15
58106_002918_Sideline_13,Helmet,793,15,278,14
58106_002918_Sideline_13,Helmet,812,15,227,15
58106_002918_Sideline_13,Helmet,814,12,196,12
58106_002918_Sideline_13,Helmet,847,14,242,16
58106_002918_Sideline_13,Helmet,921,14,399,14
58106_002918_Sideline_13,Helmet,1037,15,174,18
58106_002918_Sideline_13,Helmet,1038,15,431,14
58106_002918_Sideline_14,Helmet,96,16,318,17
58106_002918_Sideline_14,Helmet,479,14,95,17
58106_002918_Sideline_14,Helmet,591,15,161,17
58106_002918_Sideline_14,Helmet,612,17,208,16
58106_002918_Sideline_14,Helmet,622,17,487,17
58106_002918_Sideline_14,Helmet,643,15,382,17
58106_002918_Sideline_14,Helmet,684,16,116,18
58106_002918_Sideline_14,Helmet,698,16,170,16
58106_002918_Sideline_14,Helmet,733,15,209,16
58106_002918_Sideline_14,Helmet,745,14,146,18
58106_002918_Sideline_14,Helmet,752,11,134,12
58106_002918_Sideline_14,Helmet,758,13,158,17
58106_002918_Sideline_14,Helmet,771,12,190,16
58106_002918_Sideline_14,Helmet,771,14,210,18
58106_002918_Sideline_14,Helmet,779,13,248,15
58106_002918_Sideline_14,Helmet,793,15,278,14
58106_002918_Sideline_14,Helmet,812,15,226,17
58106_002918_Sideline_14,Helmet,814,12,196,13
58106_002918_Sideline_14,Helmet,847,14,242,16
58106_002918_Sideline_14,Helmet,921,14,400,14
58106_002918_Sideline_14,Helmet,1037,15,175,18
58106_002918_Sideline_14,Helmet,1037,16,430,14
58106_002918_Sideline_15,Helmet,96,16,319,17
58106_002918_Sideline_15,Helmet,479,14,95,17
58106_002918_Sideline_15,Helmet,591,15,161,16
58106_002918_Sideline_15,Helmet,612,17,209,15
58106_002918_Sideline_15,Helmet,622,17,487,17
58106_002918_Sideline_15,Helmet,643,15,381,17
58106_002918_Sideline_15,Helmet,684,16,117,17
58106_002918_Sideline_15,Helmet,698,17,170,16
58106_002918_Sideline_15,Helmet,733,15,209,16
58106_002918_Sideline_15,Helmet,744,14,146,18
58106_002918_Sideline_15,Helmet,752,11,134,12
58106_002918_Sideline_15,Helmet,758,13,158,17
58106_002918_Sideline_15,Helmet,770,12,188,16
58106_002918_Sideline_15,Helmet,772,13,210,16
58106_002918_Sideline_15,Helmet,780,13,249,15
58106_002918_Sideline_15,Helmet,793,15,278,14
58106_002918_Sideline_15,Helmet,812,16,227,17
58106_002918_Sideline_15,Helmet,815,12,196,14
58106_002918_Sideline_15,Helmet,847,15,243,16
58106_002918_Sideline_15,Helmet,921,14,400,14
58106_002918_Sideline_15,Helmet,1037,16,429,14
58106_002918_Sideline_15,Helmet,1038,15,175,18
58106_002918_Sideline_16,Helmet,96,16,319,17
58106_002918_Sideline_16,Helmet,480,14,95,17
58106_002918_Sideline_16,Helmet,592,15,160,18
58106_002918_Sideline_16,Helmet,613,16,209,15
58106_002918_Sideline_16,Helmet,622,17,488,17
58106_002918_Sideline_16,Helmet,644,18,381,17
58106_002918_Sideline_16,Helmet,684,16,117,17
58106_002918_Sideline_16,Helmet,699,16,170,16
58106_002918_Sideline_16,Helmet,733,15,209,16
58106_002918_Sideline_16,Helmet,745,14,147,18
58106_002918_Sideline_16,Helmet,752,12,134,13
58106_002918_Sideline_16,Helmet,759,13,159,17
58106_002918_Sideline_16,Helmet,772,13,210,15
58106_002918_Sideline_16,Helmet,774,12,188,16
58106_002918_Sideline_16,Helmet,780,13,249,15
58106_002918_Sideline_16,Helmet,793,16,279,14
58106_002918_Sideline_16,Helmet,811,17,227,16
58106_002918_Sideline_16,Helmet,814,14,195,15
58106_002918_Sideline_16,Helmet,847,15,243,16
58106_002918_Sideline_16,Helmet,921,14,400,14
58106_002918_Sideline_16,Helmet,1037,15,429,14
58106_002918_Sideline_16,Helmet,1038,15,175,18
58106_002918_Sideline_17,Helmet,96,16,319,17
58106_002918_Sideline_17,Helmet,480,14,95,17
58106_002918_Sideline_17,Helmet,592,16,161,17
58106_002918_Sideline_17,Helmet,614,16,209,15
58106_002918_Sideline_17,Helmet,622,17,488,17
58106_002918_Sideline_17,Helmet,646,18,381,17
58106_002918_Sideline_17,Helmet,686,15,117,18
58106_002918_Sideline_17,Helmet,699,16,171,15
58106_002918_Sideline_17,Helmet,734,15,209,16
58106_002918_Sideline_17,Helmet,746,14,148,18
58106_002918_Sideline_17,Helmet,752,13,135,13
58106_002918_Sideline_17,Helmet,759,13,158,17
58106_002918_Sideline_17,Helmet,772,13,209,16
58106_002918_Sideline_17,Helmet,775,12,187,16
58106_002918_Sideline_17,Helmet,780,13,249,15
58106_002918_Sideline_17,Helmet,793,16,279,14
58106_002918_Sideline_17,Helmet,811,17,227,16
58106_002918_Sideline_17,Helmet,814,15,195,16
58106_002918_Sideline_17,Helmet,848,15,243,15
58106_002918_Sideline_17,Helmet,921,14,400,14
58106_002918_Sideline_17,Helmet,1037,15,429,14
58106_002918_Sideline_17,Helmet,1039,15,175,18
58106_002918_Sideline_18,Helmet,95,16,319,17
58106_002918_Sideline_18,Helmet,480,14,95,17
58106_002918_Sideline_18,Helmet,592,16,162,16
58106_002918_Sideline_18,Helmet,614,16,209,15
58106_002918_Sideline_18,Helmet,622,17,488,17
58106_002918_Sideline_18,Helmet,647,17,382,16
58106_002918_Sideline_18,Helmet,686,15,118,17
58106_002918_Sideline_18,Helmet,698,18,171,15
58106_002918_Sideline_18,Helmet,733,15,210,16
58106_002918_Sideline_18,Helmet,745,14,147,18
58106_002918_Sideline_18,Helmet,753,13,134,14
58106_002918_Sideline_18,Helmet,759,14,159,17
58106_002918_Sideline_18,Helmet,772,13,208,16
58106_002918_Sideline_18,Helmet,774,12,185,16
58106_002918_Sideline_18,Helmet,781,13,249,15
58106_002918_Sideline_18,Helmet,793,16,279,14
58106_002918_Sideline_18,Helmet,811,17,226,16
58106_002918_Sideline_18,Helmet,814,16,195,16
58106_002918_Sideline_18,Helmet,847,16,242,15
58106_002918_Sideline_18,Helmet,922,14,401,14
58106_002918_Sideline_18,Helmet,1036,15,428,15
58106_002918_Sideline_18,Helmet,1039,15,176,18
58106_002918_Sideline_19,Helmet,95,16,319,17
58106_002918_Sideline_19,Helmet,480,14,95,17
58106_002918_Sideline_19,Helmet,592,16,162,16
58106_002918_Sideline_19,Helmet,614,17,210,15
58106_002918_Sideline_19,Helmet,621,17,488,17
58106_002918_Sideline_19,Helmet,648,17,382,17
58106_002918_Sideline_19,Helmet,686,15,118,17
58106_002918_Sideline_19,Helmet,699,17,171,15
58106_002918_Sideline_19,Helmet,734,15,210,17
58106_002918_Sideline_19,Helmet,747,14,148,18
58106_002918_Sideline_19,Helmet,753,13,134,14
58106_002918_Sideline_19,Helmet,759,14,159,17
58106_002918_Sideline_19,Helmet,772,13,208,16
58106_002918_Sideline_19,Helmet,774,12,186,16
58106_002918_Sideline_19,Helmet,781,13,249,15
58106_002918_Sideline_19,Helmet,794,15,279,14
58106_002918_Sideline_19,Helmet,811,17,226,15
58106_002918_Sideline_19,Helmet,814,16,195,17
58106_002918_Sideline_19,Helmet,847,16,242,15
58106_002918_Sideline_19,Helmet,922,14,401,14
58106_002918_Sideline_19,Helmet,1035,16,429,14
58106_002918_Sideline_19,Helmet,1039,15,175,18
58106_002918_Sideline_20,Helmet,95,16,319,17
58106_002918_Sideline_20,Helmet,480,14,96,17
58106_002918_Sideline_20,Helmet,593,15,162,16
58106_002918_Sideline_20,Helmet,614,17,210,15
58106_002918_Sideline_20,Helmet,620,17,489,17
58106_002918_Sideline_20,Helmet,649,16,382,16
58106_002918_Sideline_20,Helmet,686,16,118,17
58106_002918_Sideline_20,Helmet,700,16,171,15
58106_002918_Sideline_20,Helmet,734,15,209,18
58106_002918_Sideline_20,Helmet,746,14,149,18
58106_002918_Sideline_20,Helmet,753,13,135,14
58106_002918_Sideline_20,Helmet,760,13,159,17
58106_002918_Sideline_20,Helmet,772,13,207,16
58106_002918_Sideline_20,Helmet,774,12,187,16
58106_002918_Sideline_20,Helmet,781,13,248,15
58106_002918_Sideline_20,Helmet,794,15,280,14
58106_002918_Sideline_20,Helmet,811,17,226,15
58106_002918_Sideline_20,Helmet,813,18,196,17
58106_002918_Sideline_20,Helmet,847,16,242,15
58106_002918_Sideline_20,Helmet,923,14,402,14
58106_002918_Sideline_20,Helmet,1035,16,429,14
58106_002918_Sideline_20,Helmet,1039,15,176,18
58106_002918_Sideline_21,Helmet,95,16,320,17
58106_002918_Sideline_21,Helmet,480,14,96,17
58106_002918_Sideline_21,Helmet,593,15,162,17
58106_002918_Sideline_21,Helmet,614,17,210,16
58106_002918_Sideline_21,Helmet,620,17,489,17
58106_002918_Sideline_21,Helmet,651,16,382,16
58106_002918_Sideline_21,Helmet,687,15,118,17
58106_002918_Sideline_21,Helmet,700,16,172,15
58106_002918_Sideline_21,Helmet,734,15,211,16
58106_002918_Sideline_21,Helmet,747,14,149,17
58106_002918_Sideline_21,Helmet,753,13,135,14
58106_002918_Sideline_21,Helmet,760,13,158,17
58106_002918_Sideline_21,Helmet,772,13,207,16
58106_002918_Sideline_21,Helmet,774,12,186,16
58106_002918_Sideline_21,Helmet,781,13,248,15
58106_002918_Sideline_21,Helmet,794,15,280,14
58106_002918_Sideline_21,Helmet,811,17,226,15
58106_002918_Sideline_21,Helmet,816,16,197,17
58106_002918_Sideline_21,Helmet,848,16,243,16
58106_002918_Sideline_21,Helmet,923,14,402,14
58106_002918_Sideline_21,Helmet,1035,15,429,14
58106_002918_Sideline_21,Helmet,1039,15,176,18
58106_002918_Sideline_22,Helmet,94,16,320,17
58106_002918_Sideline_22,Helmet,480,14,96,17
58106_002918_Sideline_22,Helmet,593,16,162,17
58106_002918_Sideline_22,Helmet,614,18,211,15
58106_002918_Sideline_22,Helmet,620,17,488,18
58106_002918_Sideline_22,Helmet,654,15,382,16
58106_002918_Sideline_22,Helmet,687,16,119,17
58106_002918_Sideline_22,Helmet,700,16,172,15
58106_002918_Sideline_22,Helmet,734,15,210,16
58106_002918_Sideline_22,Helmet,747,14,148,17
58106_002918_Sideline_22,Helmet,753,13,135,14
58106_002918_Sideline_22,Helmet,760,13,159,18
58106_002918_Sideline_22,Helmet,772,13,207,15
58106_002918_Sideline_22,Helmet,774,12,186,16
58106_002918_Sideline_22,Helmet,782,13,248,15
58106_002918_Sideline_22,Helmet,795,15,280,14
58106_002918_Sideline_22,Helmet,813,15,224,15
58106_002918_Sideline_22,Helmet,818,15,197,17
58106_002918_Sideline_22,Helmet,849,16,242,17
58106_002918_Sideline_22,Helmet,924,14,402,14
58106_002918_Sideline_22,Helmet,1034,16,427,15
58106_002918_Sideline_22,Helmet,1040,15,176,18
58106_002918_Sideline_23,Helmet,94,16,320,17
58106_002918_Sideline_23,Helmet,481,14,97,17
58106_002918_Sideline_23,Helmet,593,16,163,16
58106_002918_Sideline_23,Helmet,615,17,211,15
58106_002918_Sideline_23,Helmet,619,17,488,18
58106_002918_Sideline_23,Helmet,653,17,382,16
58106_002918_Sideline_23,Helmet,688,15,119,17
58106_002918_Sideline_23,Helmet,701,16,172,15
58106_002918_Sideline_23,Helmet,735,15,211,14
58106_002918_Sideline_23,Helmet,747,14,148,17
58106_002918_Sideline_23,Helmet,754,13,135,14
58106_002918_Sideline_23,Helmet,759,14,158,18
58106_002918_Sideline_23,Helmet,772,13,206,15
58106_002918_Sideline_23,Helmet,774,13,185,17
58106_002918_Sideline_23,Helmet,782,13,247,15
58106_002918_Sideline_23,Helmet,795,15,281,14
58106_002918_Sideline_23,Helmet,814,15,225,15
58106_002918_Sideline_23,Helmet,819,15,198,16
58106_002918_Sideline_23,Helmet,850,16,244,16
58106_002918_Sideline_23,Helmet,924,14,402,14
58106_002918_Sideline_23,Helmet,1033,17,427,14
58106_002918_Sideline_23,Helmet,1040,15,176,18
58106_002918_Sideline_24,Helmet,94,16,321,17
58106_002918_Sideline_24,Helmet,481,14,97,17
58106_002918_Sideline_24,Helmet,594,15,163,16
58106_002918_Sideline_24,Helmet,615,18,211,16
58106_002918_Sideline_24,Helmet,619,17,487,18
58106_002918_Sideline_24,Helmet,654,17,382,15
58106_002918_Sideline_24,Helmet,688,16,119,17
58106_002918_Sideline_24,Helmet,702,16,172,15
58106_002918_Sideline_24,Helmet,735,15,211,14
58106_002918_Sideline_24,Helmet,747,14,149,17
58106_002918_Sideline_24,Helmet,754,13,136,14
58106_002918_Sideline_24,Helmet,759,14,159,17
58106_002918_Sideline_24,Helmet,772,14,206,15
58106_002918_Sideline_24,Helmet,773,14,185,16
58106_002918_Sideline_24,Helmet,782,13,247,15
58106_002918_Sideline_24,Helmet,795,15,281,14
58106_002918_Sideline_24,Helmet,814,15,224,18
58106_002918_Sideline_24,Helmet,821,14,198,16
58106_002918_Sideline_24,Helmet,852,13,243,17
58106_002918_Sideline_24,Helmet,924,14,403,14
58106_002918_Sideline_24,Helmet,1033,16,427,14
58106_002918_Sideline_24,Helmet,1040,15,176,18
58106_002918_Sideline_25,Helmet,93,17,321,17
58106_002918_Sideline_25,Helmet,481,14,97,17
58106_002918_Sideline_25,Helmet,595,14,163,16
58106_002918_Sideline_25,Helmet,617,16,212,16
58106_002918_Sideline_25,Helmet,618,17,487,18
58106_002918_Sideline_25,Helmet,656,16,381,16
58106_002918_Sideline_25,Helmet,688,16,119,17
58106_002918_Sideline_25,Helmet,702,15,172,15
